Text,Entities
"The individual indicates that both parents had hypertension, where ""parents"" and ""individual"" are (Person); ""hypertension"" is (Finding) and ""high"" is a (Severity Qualifier) and refers to ""parents"" (Person).",individual : (Person); parents : (Person); hypertension : (Finding); high : (Severity Qualifier)
"The individual indicates that their uncle suffered from hypertension while their aunt has a history of diabetes, where ""uncle"" and ""aunt"" are (Person); ""hypertension"" and ""diabetes"" are (Finding) and ""suffered"" is a (Severity Qualifier) referring to ""uncle"" (Person).",uncle : (Person); aunt : (Person); hypertension : (Finding); diabetes : (Finding); suffered : (Severity Qualifier)
"The individual states that both parents suffered from hypertension where ""parents"" and ""individual"" are (Person); ""hypertension"" is (Finding) and ""suffered"" is a (Severity Qualifier) and refers to ""parents"" (Person)",individual : (Person); parents : (Person); hypertension : (Finding); suffered : (Severity Qualifier)
The individual states that both uncles had elevated blood pressure.,individual : (Person); uncles : (Person); elevated blood pressure : (Finding); elevated : (Severity Qualifier) and refers to uncles : (Person)
The patient mentions that his father suffered from type 2 diabetes.,patient : (Person); father : (Person); type 2 diabetes : (Finding)
She notes that her sister experienced severe migraines.,she : (Person); sister : (Person); severe migraines : (Finding); severe : (Severity Qualifier) and refers to sister : (Person)
The client reports that both aunts had high blood sugar levels.,client : (Person); aunts : (Person); high blood sugar levels : (Finding); high : (Severity Qualifier) and refers to aunts : (Person)
"The patient states that her aunt has a history of hypertension, and ""aunt"" and ""Patient"" are (Person); ""hypertension"" is (Finding) and ""history of"" is a (Severity Qualifier) and refers to ""aunt"" (Person).",aunt : (Person); Patient : (Person); hypertension : (Finding); history of : (Severity Qualifier)
"The patient mentions that his uncle suffered from severe asthma, where ""uncle"" and ""Patient"" are (Person); ""severe asthma"" is (Finding) and ""severe"" is a (Severity Qualifier) and refers to ""uncle"" (Person).",uncle : (Person); Patient : (Person); severe asthma : (Finding); severe : (Severity Qualifier)
"The patient indicates that her mother had a significant issue with diabetes, where ""mother"" and ""Patient"" are (Person); ""significant issue with diabetes"" is (Finding) and ""significant"" is a (Severity Qualifier) and refers to ""mother"" (Person).",mother : (Person); Patient : (Person); significant issue with diabetes : (Finding); significant : (Severity Qualifier)
"The patient recalls that his brother experienced critical renal failure, where ""brother"" and ""Patient"" are (Person); ""critical renal failure"" is (Finding) and ""critical"" is a (Severity Qualifier) and refers to ""brother"" (Person).",brother : (Person); Patient : (Person); critical renal failure : (Finding); critical : (Severity Qualifier)
"The individual states that her mother had hypertension while her father had diabetes, where ""mother"" and ""father"" are (Person); ""hypertension"" is (Finding) and ""had"" is a (Severity Qualifier) and refers to ""mother"" (Person).",mother : (Person); father : (Person); hypertension : (Finding); had : (Severity Qualifier)
"The subject indicates that his uncle suffered from obesity and his aunt had asthma, where ""uncle"" and ""aunt"" are (Person); ""obesity"" and ""asthma"" are (Finding) and ""suffered"" and ""had"" are (Severity Qualifier) referring to ""uncle"" and ""aunt"" (Person).",uncle : (Person); aunt : (Person); obesity : (Finding); asthma : (Finding); suffered : (Severity Qualifier); had : (Severity Qualifier)
"The patient mentions that her sister was diagnosed with high blood pressure and her brother with high triglycerides, where ""sister"" and ""brother"" are (Person); ""high blood pressure"" and ""high triglycerides"" are (Finding) and ""diagnosed"" is a (Severity Qualifier) referring to ""sister"" and ""brother"" (Person).",sister : (Person); brother : (Person); high blood pressure : (Finding); high triglycerides : (Finding); diagnosed : (Severity Qualifier)
"The patient states that her father had hypertension and her mother suffered from diabetes, where ""father"" and ""mother"" are (Person); ""hypertension"" and ""diabetes"" are (Finding) and ""suffered from"" is a (Severity Qualifier) and refers to ""mother"" (Person)",father : (Person); mother : (Person); hypertension : (Finding); diabetes : (Finding); suffered from : (Severity Qualifier)
The individual states that both uncles suffered from elevated blood pressure.,individual : (Person); uncles : (Person); elevated blood pressure : (Finding); elevated : (Severity Qualifier) and refers to uncles : (Person)
"This is a 65-year-old female patient with a personal history of hypertension and obesity, currently managed with medication, and no significant family medical history.",patient : (Person); hypertension : (Finding); obesity : (Finding)
"The subject has a younger sister in good health, but a maternal aunt aged 45 years who was diagnosed with breast cancer at 40 years following a mammogram.",subject : (Person); sister : (Person); aunt : (Person); breast cancer : (Finding)
"On evaluation, she weighed 95 kg and stood 1.65 m tall, resulting in a BMI of 34.9 kg/m2. Blood pressure was recorded at 130/85. Recent lab results indicated cholesterol levels at 210 mg/dL and triglycerides at 180 mg/dL, with HDL cholesterol measuring 50 mg/dL.",she : (Person); cholesterol : (Finding); triglycerides : (Finding); HDL cholesterol : (Finding)
"The individual indicates that their mother and father both had hypertension, where ""mother"" and ""father"" are (Person); ""hypertension"" is (Finding) and ""high"" is a (Severity Qualifier) and refers to ""mother"" (Person).",mother : (Person); father : (Person); hypertension : (Finding); high : (Severity Qualifier)
The individual states that both uncles suffered from hypertension.,individual : (Person); uncles : (Person); hypertension : (Finding); suffered : (Severity Qualifier) and refers to uncles : (Person)
